Driver_Age,Vehicle_Value,Tax,Price,Vehicle_Mileage,Credit_Score,Licence_Length_Years,Date,Marital_Status,Sale
30,8000,52.19132801,521.9132801,7000,531.2526065,8.019249949,10/07/2015,M,1
29,8000,60.05288967,600.5288967,8000,352.2276128,5.958975149,10/07/2015,S,1
35,7000,50.56489678,505.6489678,5000,328.9772127,8.555500247,10/07/2015,M,1
31,7000,58.53727004,585.3727004,4000,587.3593896,6.275330521,10/07/2015,S,1
37,9000,61.39366282,613.9366282,5000,496.2937078,7.157063536,10/07/2015,M,1
35,9000,69.70526711,697.0526711,8000,322.5754143,8.713315622,10/07/2015,M,1
31,7000,64.88232195,648.8232195,8000,536.1996765,8.612407112,10/07/2015,M,1
25,7000,61.59608856,615.9608856,8000,445.1523458,4.783227681,10/07/2015,M,1
28,7000,58.26536357,582.6536357,9000,210.6562996,5.583382404,10/07/2015,S,1
21,8000,,661.3450208,8000,287.7624525,2.940695501,10/07/2015,D,1
37,10000,55.57638428,555.7638428,8000,493.6180763,6.565200692,10/07/2015,S,1
35,6000,68.50125554,685.0125554,6000,554.2571737,9.536660914,10/07/2015,M,1
22,8000,72.52334956,725.2334956,7000,247.7590481,2.498307188,10/07/2015,D,1
28,8000,60.19920081,601.9920081,7000,302.0785272,8.713635234,10/07/2015,S,1
32,8000,66.96659698,669.6659698,8000,318.2402935,8.693592092,10/07/2015,M,1
35,7000,42.45464888,424.5464888,10000,254.8946605,7.795691835,10/07/2015,M,1
39,4000,73.70761434,737.0761434,6000,348.2822374,11.05397628,10/07/2015,S,1
21,7000,67.81997837,678.1997837,7000,356.894796,2.232740125,10/07/2015,S,1
19,9000,51.03059848,510.3059848,5000,420.4779909,0.32392406,10/07/2015,S,1
28,8000,47.99859877,479.9859877,6000,394.4833052,8.600459099,10/07/2015,M,1
29,8000,55.16364184,551.6364184,9000,466.493579,10.94647477,10/07/2015,M,1
34,7000,53.04172691,530.4172691,9000,315.8590665,11.46853072,10/07/2015,M,1
26,8000,64.9016379,649.016379,6000,426.2792136,5.798880734,10/07/2015,M,1
21,8000,56.3905963,563.905963,6000,425.6821905,1.911120755,10/07/2015,D,1
29,7000,59.62780216,596.2780216,7000,459.3856319,5.264258953,10/07/2015,D,1
28,7000,46.81531619,468.1531619,6000,307.7636273,5.931247401,10/07/2015,S,1
24,7000,74.13697339,741.3697339,7000,478.9477819,5.304081439,10/07/2015,M,1
30,7000,69.68661921,696.8661921,8000,457.0020609,5.462522319,10/07/2015,S,1
24,7000,60.38211226,603.8211226,5000,377.9246689,,10/07/2015,D,1
32,9000,62.7086863,627.086863,8000,411.923948,6.69155027,10/07/2015,S,1
21,7000,64.37457688,643.7457688,7000,306.3127204,2.554162511,10/07/2015,S,1
26,8000,57.16297729,571.6297729,7000,439.7776689,6.371386086,10/07/2015,M,1
34,8000,53.52814031,535.2814031,10000,444.8744031,11.0326238,10/07/2015,S,1
36,7000,63.48048842,634.8048842,9000,447.0899944,7.462986174,10/07/2015,M,1
,8000,63.17610863,631.7610863,7000,368.8685957,10.92100899,10/07/2015,S,1
22,7000,73.73759273,737.3759273,6000,356.0300593,3.310913507,10/07/2015,M,1
31,8000,65.84035523,658.4035523,7000,389.7014652,6.513635761,10/07/2015,S,1
27,9000,54.00171113,540.0171113,6000,392.2450145,6.286921975,11/07/2015,M,0
27,6000,37.91805093,379.1805093,8000,361.269961,7.893403991,11/07/2015,S,0
38,8000,34.01602135,340.1602135,6000,437.9513311,9.586301678,11/07/2015,M,0
30,6000,36.68065291,366.8065291,4000,464.6044869,9.828984434,11/07/2015,M,0
52,7000,53.36068242,533.6068242,7000,361.1422966,6.930685849,11/07/2015,S,0
22,9000,51.32917601,513.2917601,8000,450.6285054,2.823861995,11/07/2015,D,0
18,8000,48.70256224,487.0256224,8000,317.9869031,0.006121001,11/07/2015,M,0
34,8000,48.73778641,487.3778641,7000,375.2196237,8.615031818,11/07/2015,D,0
20,10000,59.27959468,592.7959468,7000,324.5054689,1.110716708,11/07/2015,S,0
38,9000,40.68166124,406.8166124,8000,,8.275986969,11/07/2015,D,0
39,6000,28.09978598,280.9978598,6000,382.6839952,7.624011817,11/07/2015,M,0
22,7000,19.89330562,198.9330562,5000,323.997157,1.788900288,11/07/2015,M,0
35,10000,30.94916393,309.4916393,7000,348.6090289,8.42867555,11/07/2015,M,0
29,7000,27.05492946,270.5492946,4000,435.6002709,10.31054654,11/07/2015,M,0
30,8000,46.02023113,460.2023113,8000,405.0736301,7.655070793,11/07/2015,S,0
33,8000,46.65399802,466.5399802,7000,473.2546773,11.1045804,11/07/2015,M,0
38,10000,47.55866544,475.5866544,7000,468.0649144,,11/07/2015,,0
29,10000,53.87687419,538.7687419,5000,452.9649837,8.21451697,11/07/2015,M,0
35,7000,48.86305133,488.6305133,9000,464.690699,8.297228877,11/07/2015,S,0
47,6000,43.02835904,430.2835904,8000,354.3937784,9.994965953,11/07/2015,S,0
24,6000,42.19624087,421.9624087,8000,415.5175052,3.561562882,11/07/2015,S,0
41,9000,41.77996962,417.7996962,8000,485.5210375,10.39330813,11/07/2015,M,0
24,9000,57.83553048,578.3553048,8000,377.2691621,2.744951494,11/07/2015,M,0
22,7000,49.83481903,498.3481903,6000,459.3430577,,11/07/2015,M,0
27,9000,59.90776301,599.0776301,9000,376.4411406,8.220983871,11/07/2015,M,1
40,6000,66.6839399,666.839399,8000,322.3174199,8.373979826,11/07/2015,S,1
36,8000,64.01146694,640.1146694,9000,426.5850506,9.024322951,11/07/2015,S,1
28,7000,58.78216279,587.8216279,5000,348.0027162,5.314564435,11/07/2015,M,1
32,8000,54.11116433,541.1116433,7000,383.1889301,10.2114232,11/07/2015,S,1
25,6000,63.80805242,638.0805242,7000,399.6513959,5.506798306,11/07/2015,M,1
33,6000,75.07868884,750.7868884,7000,473.5441316,8.843013088,11/07/2015,M,1
23,9000,64.1153987,641.153987,6000,441.6005496,2.667612697,11/07/2015,S,1
20,10000,36.15478701,361.5478701,7000,203.0664037,1.478645356,11/07/2015,M,1
29,7000,73.95499183,739.5499183,8000,324.9407465,5.387311158,11/07/2015,M,1
21,7000,51.79269037,517.9269037,6000,361.5587226,0.898622929,11/07/2015,M,1
26,8000,48.4472574,484.472574,9000,378.9614503,1.204741024,11/07/2015,S,1
21,6000,67.30304722,673.0304722,9000,334.8893931,1.598810564,11/07/2015,M,1
35,6000,63.11646798,631.1646798,8000,363.1262413,3.886512648,11/07/2015,D,1
34,9000,68.61336314,686.1336314,7000,393.9624334,8.644573255,11/07/2015,M,1
20,7000,60.33464526,603.3464526,5000,319.4139899,0.748788013,11/07/2015,M,1
34,8000,49.94147418,499.4147418,9000,322.1236187,10.16076567,11/07/2015,M,1
26,10000,48.9799244,489.799244,8000,429.0296583,7.440744434,11/07/2015,M,1
22,7000,64.01004405,640.1004405,6000,428.4180238,3.686307827,11/07/2015,M,1
37,9000,,524.621999,6000,403.6983516,6.968956235,11/07/2015,S,1
22,6000,62.86212302,628.6212302,7000,440.6135111,0.321385167,11/07/2015,S,1
28,6000,64.05429909,640.5429909,8000,434.5693606,8.353042222,11/07/2015,M,1
34,7000,78.10654496,781.0654496,5000,441.7212757,,11/07/2015,S,1
37,10000,49.93781561,499.3781561,7000,305.6621897,5.491661633,11/07/2015,S,1
21,9000,60.7304092,607.304092,5000,424.9035909,1.285702265,11/07/2015,M,1
47,7000,80.3135013,803.135013,5000,439.3381781,8.097685181,11/07/2015,S,1
23,6000,59.15905177,591.5905177,6000,430.1504068,3.695946506,11/07/2015,S,1
35,8000,50.16392495,501.6392495,8000,448.1902294,8.150102287,11/07/2015,S,1
18,10000,59.95455148,599.5455148,5000,447.3347718,0.070142956,11/07/2015,S,1
22,7000,79.4693792,794.693792,8000,388.0429942,0.240407886,11/07/2015,M,1
28,7000,65.95775216,659.5775216,7000,392.0388669,6.857524487,11/07/2015,M,1
32,6000,69.3883198,693.883198,10000,383.7793417,9.560029267,11/07/2015,M,1
21,9000,40.55702078,405.5702078,7000,357.6063172,1.058197865,11/07/2015,S,1
31,8000,55.31802013,553.1802013,6000,427.5731355,8.041074714,11/07/2015,S,1
18,6000,57.65454878,576.5454878,9000,387.0803618,0.442490712,11/07/2015,S,1
27,9000,58.9770261,589.770261,4000,392.0831423,6.188494383,11/07/2015,S,1
28,9000,56.25369115,562.5369115,6000,455.2063039,9.92190403,11/07/2015,D,1
37,9000,62.25522855,622.5522855,6000,407.3181602,13.62727843,11/07/2015,D,1
23,7000,44.22785022,442.2785022,7000,437.822647,1.119579863,11/07/2015,S,1
22,9000,59.22324797,592.2324797,7000,293.6874254,0.010569803,11/07/2015,M,1
24,7000,56.25156885,562.5156885,7000,417.0565035,3.671173518,11/07/2015,M,1
24,7000,59.46733377,594.6733377,7000,283.4123372,5.542123017,11/07/2015,M,1
20,8000,47.2725611,472.725611,9000,407.0039218,0.584556497,11/07/2015,M,1
35,8000,61.85088101,618.5088101,7000,503.2873842,1.934869175,11/07/2015,S,1
18,8000,49.70166281,497.0166281,8000,493.7914251,0.028749666,11/07/2015,S,1
24,8000,72.03379515,720.3379515,7000,398.4375454,3.008268341,11/07/2015,S,1
27,10000,62.02987568,620.2987568,5000,404.9110828,7.673681719,11/07/2015,M,1
28,7000,62.62359576,626.2359576,6000,413.5640979,5.869567083,11/07/2015,S,1
22,8000,63.47045579,634.7045579,10000,431.4644168,2.948612091,11/07/2015,M,1
36,8000,32.52052259,325.2052259,6000,392.0988254,8.699094253,12/07/2015,S,0
28,9000,56.35672841,563.5672841,7000,469.7458961,7.473111516,12/07/2015,S,0
33,8000,44.15901612,441.5901612,6000,429.5256892,8.081256055,12/07/2015,S,0
27,9000,55.90914898,559.0914898,9000,456.8363403,7.375180627,12/07/2015,S,0
36,7000,51.89403581,518.9403581,6000,340.8311034,7.888425409,12/07/2015,M,0
36,9000,37.26617245,372.6617245,4000,402.09149,9.529544503,12/07/2015,M,0
27,8000,40.83504436,408.3504436,7000,391.3765342,7.681218788,12/07/2015,M,0
22,6000,34.19022531,341.9022531,7000,411.4698688,2.045852252,12/07/2015,M,0
29,8000,43.46968588,434.6968588,7000,362.5699635,8.301175908,12/07/2015,M,0
28,6000,,418.4786399,7000,402.2782645,6.814216665,12/07/2015,S,0
28,7000,47.1606807,471.606807,6000,341.149778,7.222894524,12/07/2015,M,0
55,9000,50.93930757,509.3930757,7000,405.147584,7.189331187,12/07/2015,M,1
44,8000,57.49226282,574.9226282,5000,403.1400988,7.039022273,12/07/2015,M,1
35,7000,46.90682627,469.0682627,7000,314.6159954,7.823197624,12/07/2015,M,0
32,8000,40.97997626,409.7997626,8000,462.2807915,10.34237739,12/07/2015,S,0
28,8000,60.52716397,605.2716397,7000,368.5038827,9.843075157,12/07/2015,M,1
20,7000,59.17467802,591.7467802,8000,449.040199,1.153445674,12/07/2015,S,1
52,6000,84.7915942,847.915942,7000,464.2962973,10.76243699,12/07/2015,S,1
36,7000,51.72236446,517.2236446,7000,498.4654915,5.128637895,12/07/2015,D,1
18,7000,60.94807282,609.4807282,7000,349.04036,0.095098551,12/07/2015,S,1
25,9000,57.2986466,572.986466,7000,447.848588,0.59027535,12/07/2015,M,1
23,10000,66.51815574,665.1815574,9000,485.0146804,3.314117959,12/07/2015,S,1
22,7000,62.60087713,626.0087713,9000,410.8047272,3.551650837,12/07/2015,M,1
35,7000,66.61497876,666.1497876,8000,389.6886238,7.653167478,12/07/2015,M,1
27,9000,63.5231781,635.231781,6000,431.4582918,8.391230501,12/07/2015,S,1
35,10000,41.37693055,413.7693055,7000,422.2569671,7.37974698,12/07/2015,M,1
36,8000,67.67665362,676.7665362,7000,585.7855634,,12/07/2015,M,1
26,9000,62.35902369,623.5902369,7000,389.7229423,7.73922933,12/07/2015,M,1
20,8000,43.65120241,436.5120241,5000,428.4330805,0.603853094,12/07/2015,M,1
28,7000,79.49556699,794.9556699,7000,264.0588478,7.451942255,12/07/2015,M,1
34,8000,63.65651207,636.5651207,8000,372.8568061,8.699073224,12/07/2015,M,1
24,10000,56.45689154,564.5689154,5000,502.1534224,5.158922899,12/07/2015,M,1
28,6000,55.34140047,553.4140047,6000,385.1580717,6.830044489,12/07/2015,M,1
27,8000,46.32059822,463.2059822,8000,453.8736131,5.955070013,12/07/2015,M,1
36,8000,65.15817321,651.5817321,6000,414.9796106,6.246467969,12/07/2015,S,1
22,8000,58.71317795,587.1317795,8000,450.6280232,0.636065055,12/07/2015,M,1
36,8000,57.98007709,579.8007709,7000,445.8081428,10.4822923,12/07/2015,S,1
25,10000,60.93843947,609.3843947,5000,409.7280052,6.303153115,12/07/2015,S,1
33,8000,43.63189491,436.3189491,9000,395.9261303,8.906105447,12/07/2015,M,1
33,9000,40.00245339,400.0245339,4000,621.8856445,13.78681195,12/07/2015,M,1
29,10000,38.31952472,383.1952472,6000,413.3013489,8.627303703,12/07/2015,S,1
24,10000,49.70346283,497.0346283,7000,387.0852662,3.86948056,12/07/2015,M,1
33,8000,50.66370088,506.6370088,9000,283.4947379,6.103270952,12/07/2015,D,1
23,9000,53.56568982,535.6568982,8000,417.4279722,3.237172992,12/07/2015,M,1
26,10000,60.6656716,606.656716,7000,545.2047404,5.869225409,12/07/2015,M,1
32,6000,64.84972544,648.4972544,7000,443.5289892,9.367060592,12/07/2015,M,1
31,9000,62.8121692,628.121692,6000,465.4602107,5.277100683,12/07/2015,M,1
23,5000,77.10802916,771.0802916,8000,425.7581799,2.663046437,12/07/2015,M,1
34,8000,47.94975379,479.4975379,9000,531.8581369,11.32776593,12/07/2015,M,1
19,7000,60.30755553,603.0755553,7000,351.2122336,0.616059217,12/07/2015,M,1
28,8000,56.38624812,563.8624812,5000,582.856424,5.645048663,12/07/2015,S,1
23,5000,71.70958353,717.0958353,10000,459.5117873,3.110606035,12/07/2015,D,1
27,6000,55.7440856,557.440856,7000,305.477704,0.757837001,12/07/2015,,1
21,6000,67.2344192,672.344192,7000,351.366229,0.893674863,12/07/2015,M,1
28,6000,68.83347454,688.3347454,8000,486.7206124,7.337068161,12/07/2015,M,1
18,8000,41.08509826,410.8509826,7000,488.531196,0.669493565,12/07/2015,S,1
37,8000,53.63638019,536.3638019,9000,518.2931224,9.54530455,12/07/2015,S,1
28,8000,54.36961315,543.6961315,8000,300.054728,9.360434162,12/07/2015,S,1
45,6000,83.452424,834.52424,6000,350.4332832,11.80768856,12/07/2015,M,1
33,7000,69.62652882,696.2652882,7000,317.4826112,4.960533203,12/07/2015,M,1
37,8000,58.3732641,583.732641,6000,369.7850786,7.799220419,12/07/2015,M,1
34,10000,45.41869245,454.1869245,5000,477.8117486,9.269504273,12/07/2015,S,1
27,8000,56.76719235,567.6719235,8000,336.0836817,6.885608764,12/07/2015,M,1
23,8000,50.43446578,504.3446578,8000,387.1693932,4.382209009,12/07/2015,S,1
35,7000,65.02219824,650.2219824,8000,452.4082023,6.883327963,12/07/2015,D,1
31,8000,58.64354441,586.4354441,8000,402.8738321,5.91403383,12/07/2015,M,1
52,9000,49.02144508,490.2144508,7000,343.7389601,8.380947135,13/07/2015,S,0
37,8000,32.95636768,329.5636768,5000,350.2322669,8.686713223,13/07/2015,S,0
28,10000,46.68316117,466.8316117,8000,400.1085269,6.95502577,13/07/2015,M,0
34,7000,46.19828042,461.9828042,7000,424.5719271,7.924231978,13/07/2015,M,0
24,7000,31.46969309,314.6969309,7000,359.0539864,2.983259296,13/07/2015,M,0
26,10000,44.31495502,443.1495502,7000,508.726718,7.56202651,13/07/2015,M,0
32,7000,38.75007454,387.5007454,8000,375.1262527,7.933235465,13/07/2015,M,0
31,9000,36.34298224,363.4298224,5000,346.1317815,8.650023245,13/07/2015,S,0
29,9000,54.90254815,549.0254815,8000,317.6391916,10.00537085,13/07/2015,S,0
19,9000,40.31290925,403.1290925,7000,295.3960746,0.298479228,13/07/2015,M,0
42,9000,53.63741005,536.3741005,8000,435.5273669,5.068305463,13/07/2015,S,0
40,9000,37.40539253,374.0539253,6000,505.6797226,2.98176811,13/07/2015,S,0
23,9000,26.50204916,265.0204916,8000,242.350211,0.890887988,13/07/2015,M,0
40,6000,34.14162881,341.4162881,9000,410.2089477,6.766363471,13/07/2015,S,0
32,8000,60.81804611,608.1804611,6000,369.0020651,8.881010089,13/07/2015,M,1
24,7000,64.82696625,648.2696625,7000,469.5250754,4.075986291,13/07/2015,S,1
33,8000,64.21236903,642.1236903,7000,530.0277129,8.855162972,13/07/2015,M,1
34,8000,63.78193154,,10000,443.7847636,6.571002642,13/07/2015,M,1
20,8000,62.39541158,623.9541158,6000,527.6147819,1.02118615,13/07/2015,S,1
34,8000,62.89552994,628.9552994,8000,235.5540358,6.12906484,13/07/2015,M,1
23,9000,60.26596843,602.6596843,6000,371.12007,2.354479125,13/07/2015,D,1
24,10000,39.44382879,394.4382879,8000,511.7992423,3.685300895,13/07/2015,S,1
31,8000,54.53625731,545.3625731,6000,427.2367634,4.484407184,13/07/2015,S,1
27,9000,78.272497,782.72497,7000,336.8096148,7.599416663,13/07/2015,D,1
24,8000,60.8529188,608.529188,7000,426.9773717,4.488079186,13/07/2015,S,1
37,8000,58.77093957,587.7093957,7000,319.7329117,10.10086782,13/07/2015,S,1
23,9000,66.49522818,664.9522818,10000,369.1521214,0.13760175,13/07/2015,D,1
39,8000,64.33877594,643.3877594,6000,441.8867826,8.914822735,13/07/2015,S,1
25,6000,55.22367225,552.2367225,7000,263.2733929,1.046597107,13/07/2015,S,1
38,5000,68.29033552,682.9033552,7000,522.2794519,10.50965722,13/07/2015,S,1
18,6000,54.25554225,542.5554225,6000,415.3312607,0.31179158,13/07/2015,D,1
25,9000,54.30834285,543.0834285,8000,190.8700392,5.726971498,13/07/2015,M,1
37,6000,68.89254704,688.9254704,,420.1892863,7.528283378,13/07/2015,M,1
30,6000,70.3699375,703.699375,6000,378.5592412,8.012097043,13/07/2015,M,1
30,5000,,669.6604,9000,375.9085662,4.838134209,13/07/2015,M,1
23,7000,52.94771858,529.4771858,7000,267.4614376,2.015635963,13/07/2015,S,1
24,9000,46.14018628,461.4018628,5000,379.2937267,2.604390974,13/07/2015,M,1
21,6000,46.43376552,464.3376552,6000,249.2070266,0.050173912,13/07/2015,M,1
27,9000,50.11529441,501.1529441,5000,373.7465918,7.730068322,13/07/2015,M,1
18,8000,50.00960103,500.0960103,7000,432.0663754,0.108322976,13/07/2015,S,1
22,7000,55.90004051,559.0004051,8000,358.1079438,3.158769253,13/07/2015,M,1
33,7000,51.32045328,513.2045328,8000,420.2618497,5.78032398,13/07/2015,M,1
64,5000,76.672132,766.72132,5000,421.1844396,6.727802539,13/07/2015,M,1
37,8000,53.12597438,,7000,346.592472,9.189590931,13/07/2015,M,1
29,8000,46.54764542,465.4764542,8000,380.761982,8.406821001,13/07/2015,M,1
23,9000,70.80247229,708.0247229,4000,385.4631409,0.147491657,13/07/2015,M,1
33,6000,63.46933397,634.6933397,9000,559.8339323,7.896284387,13/07/2015,S,1
33,9000,52.91313906,529.1313906,5000,520.2845659,3.750828749,13/07/2015,M,1
31,6000,44.62742034,446.2742034,6000,437.8620264,8.187177379,13/07/2015,D,1
32,8000,48.89134932,488.9134932,8000,276.7934236,5.314034726,13/07/2015,M,1
22,7000,52.47075547,524.7075547,7000,363.277816,0.388646751,13/07/2015,S,1
34,9000,71.36994864,713.6994864,8000,544.859299,7.812224078,13/07/2015,D,1
20,9000,56.10486797,561.0486797,8000,378.105073,1.327458241,13/07/2015,M,1
19,9000,68.51374571,685.1374571,8000,448.1908656,0.654827285,13/07/2015,D,1
27,7000,65.06867282,650.6867282,9000,461.4924747,8.530277255,13/07/2015,S,1
29,6000,60.654852,,7000,425.058076,6.551010731,13/07/2015,M,1
36,7000,59.01323823,590.1323823,7000,306.2618155,7.98430984,13/07/2015,M,1
28,9000,43.78320437,437.8320437,6000,344.3064462,7.671264657,13/07/2015,S,1
40,8000,50.35244763,503.5244763,8000,416.3172083,6.634290157,14/07/2015,S,0
20,8000,50.16493354,501.6493354,6000,582.5409476,1.585045402,14/07/2015,M,0
26,9000,44.05400507,440.5400507,8000,453.6271752,3.096885172,14/07/2015,S,1
26,10000,24.64268626,246.4268626,8000,298.3925982,7.032781874,14/07/2015,S,0
34,9000,46.40605992,464.0605992,9000,535.254081,8.256510819,14/07/2015,M,0
44,6000,38.1510918,381.510918,8000,397.1230714,8.256665569,14/07/2015,S,0
48,8000,55.0872184,550.872184,8000,463.0274586,8.571891835,14/07/2015,M,0
32,7000,33.25397414,332.5397414,6000,408.0659868,4.879734306,14/07/2015,S,0
32,8000,44.25584972,442.5584972,8000,491.293021,4.776291096,14/07/2015,S,0
33,7000,44.97046897,449.7046897,8000,321.5410958,8.819301152,14/07/2015,M,0
22,10000,40.02370668,400.2370668,6000,363.7578668,0.026830852,14/07/2015,M,0
37,6000,43.40374613,434.0374613,7000,516.7369736,9.396763721,14/07/2015,S,0
47,7000,37.08699545,370.8699545,7000,612.2600013,8.251576065,14/07/2015,S,0
29,8000,41.26168939,412.6168939,5000,491.1035356,5.832142448,14/07/2015,S,0
33,6000,38.89007357,388.9007357,6000,310.9571834,9.603128081,14/07/2015,M,0
27,7000,29.66571049,296.6571049,3000,403.0972959,5.789173229,14/07/2015,M,0
18,7000,35.4202353,354.202353,7000,416.6485437,0.420615852,14/07/2015,S,0
21,7000,50.72880949,507.2880949,8000,413.9759563,2.249563194,14/07/2015,M,0
33,8000,48.32643214,483.2643214,7000,455.9105847,9.787911445,14/07/2015,M,0
36,7000,29.57305674,295.7305674,8000,451.9053626,7.062091409,14/07/2015,M,0
40,8000,32.92478946,329.2478946,7000,435.2878296,10.02666656,14/07/2015,M,0
21,9000,39.76817564,397.6817564,7000,357.1001961,0.739125448,14/07/2015,S,0
31,7000,34.53722251,345.3722251,7000,346.5785704,7.562095105,14/07/2015,S,0
21,5000,32.18081443,321.8081443,5000,471.6214268,1.029656621,14/07/2015,M,0
28,9000,48.2082876,482.082876,8000,340.4809289,8.497281515,14/07/2015,S,0
35,9000,39.57251637,395.7251637,9000,451.8315688,9.479553057,14/07/2015,M,0
37,9000,44.76930037,447.6930037,6000,320.0597214,10.25525348,14/07/2015,M,0
27,8000,42.54885373,425.4885373,7000,401.582486,7.969560056,14/07/2015,M,0
56,9000,58.37950879,583.7950879,8000,405.3312949,8.13708659,14/07/2015,M,0
19,7000,27.8934054,278.934054,8000,413.5751949,0.223008817,14/07/2015,M,0
34,10000,48.0057976,480.057976,7000,367.1051497,7.93253597,14/07/2015,M,1
30,6000,51.80598981,518.0598981,6000,362.0287415,8.711254764,14/07/2015,S,1
23,7000,69.54052358,695.4052358,7000,256.2691872,4.310120416,14/07/2015,D,1
20,9000,59.69916823,596.9916823,7000,430.6957559,0.993828008,14/07/2015,M,1
40,7000,74.7766114,747.766114,5000,356.8137011,7.659558808,14/07/2015,S,1
21,10000,67.36073601,673.6073601,5000,524.513027,1.017513584,14/07/2015,M,1
41,5000,59.45808345,,6000,390.8622679,6.567694203,14/07/2015,M,1
24,9000,64.42539521,644.2539521,6000,627.6277598,4.081929476,14/07/2015,M,1
34,8000,65.28812113,652.8812113,7000,314.7143369,9.371576003,14/07/2015,M,1
23,9000,73.8284713,738.284713,9000,331.3722137,2.101143714,14/07/2015,S,1
25,7000,44.99946188,449.9946188,7000,369.1383254,2.863455278,14/07/2015,M,1
29,7000,67.33906239,673.3906239,5000,428.9996067,6.372135492,14/07/2015,M,1
,6000,73.50687391,735.0687391,8000,383.5674493,6.731868279,14/07/2015,M,1
32,6000,87.25023236,872.5023236,8000,255.2091827,9.695811098,14/07/2015,M,1
25,8000,61.99396519,619.9396519,9000,,4.358963537,14/07/2015,M,1
28,8000,78.95510362,789.5510362,7000,500.7889219,3.513578421,14/07/2015,S,1
29,7000,71.92476213,719.2476213,9000,506.9222232,8.358820119,14/07/2015,M,1
23,10000,45.09517773,450.9517773,8000,445.1905506,1.645586641,14/07/2015,S,1
33,8000,71.06109011,710.6109011,6000,352.4669035,8.217665967,14/07/2015,M,1
,6000,60.50276559,605.0276559,8000,449.7626971,9.046274286,14/07/2015,M,1
25,9000,53.67725866,536.7725866,7000,293.9047396,2.198367913,14/07/2015,M,1
36,7000,65.22111321,652.2111321,5000,444.5961325,5.782397498,14/07/2015,D,1
49,7000,73.00103501,730.0103501,4000,,7.854777662,14/07/2015,M,1
24,8000,46.84584375,468.4584375,,425.6003722,1.676422031,14/07/2015,M,1
26,7000,72.54176944,725.4176944,10000,501.2611064,3.704157407,14/07/2015,M,1
27,8000,63.56210401,635.6210401,8000,322.7616554,1.73654944,14/07/2015,M,1
28,7000,57.78025305,577.8025305,5000,433.4907134,9.177235773,14/07/2015,M,1
21,9000,41.14912581,411.4912581,7000,376.6485397,0.53264954,14/07/2015,M,1
24,7000,63.37232767,633.7232767,8000,364.0231293,2.256117172,14/07/2015,D,1
22,9000,63.51535701,635.1535701,7000,444.9904947,3.663697861,14/07/2015,S,1
32,7000,63.19243554,631.9243554,4000,,9.40534398,14/07/2015,S,1
29,7000,75.77249058,757.7249058,9000,438.8494326,8.247763183,14/07/2015,M,1
21,8000,53.25972483,532.5972483,6000,505.8525087,2.690976968,14/07/2015,M,1
26,8000,45.96322071,459.6322071,4000,290.2803337,2.998826059,14/07/2015,S,1
31,10000,38.61452749,386.1452749,4000,405.2970629,11.02814551,14/07/2015,D,1
22,10000,44.21246411,442.1246411,8000,379.2869483,1.782148714,14/07/2015,M,1
25,7000,69.21155528,692.1155528,9000,413.4738726,5.120825679,14/07/2015,M,1
22,9000,69.72664768,,7000,379.1311281,,14/07/2015,S,1
20,8000,45.40176515,454.0176515,6000,447.8545455,0.009167607,14/07/2015,S,1
25,8000,66.1141585,661.141585,8000,486.4000799,6.479302817,14/07/2015,M,1
21,8000,75.60644384,756.0644384,9000,473.1708556,1.44939101,14/07/2015,S,1
19,7000,55.02099652,550.2099652,8000,403.2675735,0.810773693,14/07/2015,S,1
27,7000,67.45973428,674.5973428,7000,530.0887498,6.539320759,14/07/2015,S,1
31,9000,63.99152808,639.9152808,7000,499.5679763,11.81319586,14/07/2015,M,1
18,9000,66.74238476,667.4238476,7000,414.345185,0.707820594,14/07/2015,M,1
30,9000,59.49230533,594.9230533,9000,336.7217822,8.873836995,14/07/2015,M,1
21,8000,57.27144686,572.7144686,6000,422.3099908,0.224702474,14/07/2015,S,1
34,7000,57.79987148,577.9987148,8000,449.8475856,6.711018083,14/07/2015,D,1
21,7000,51.55233237,515.5233237,8000,228.2972294,2.12432669,14/07/2015,M,1
22,8000,42.37153651,423.7153651,6000,336.0279842,0.010329503,14/07/2015,M,1
28,9000,67.85825794,678.5825794,7000,431.7783729,7.157925994,14/07/2015,D,1
28,5000,60.63209334,606.3209334,7000,395.6881724,7.783160808,14/07/2015,M,1
32,6000,70.76334716,707.6334716,8000,340.975217,4.207355034,14/07/2015,S,1
31,8000,66.70462558,667.0462558,8000,409.5532353,5.46921573,14/07/2015,M,1
,8000,36.62547546,366.2547546,8000,324.3760564,7.656920398,15/07/2015,S,0
37,8000,41.70906833,417.0906833,8000,366.6039144,7.582281616,15/07/2015,D,0
37,8000,41.2512207,412.512207,7000,453.9465521,6.134718793,15/07/2015,S,0
36,8000,55.21921321,552.1921321,11000,393.655837,5.745477063,15/07/2015,S,0
30,8000,42.64186939,426.4186939,7000,476.3549358,7.626916496,15/07/2015,M,0
42,6000,38.12469597,381.2469597,8000,466.36657,6.873068915,15/07/2015,S,0
30,7000,43.64667288,436.4667288,7000,267.5340716,9.436821707,15/07/2015,S,0
47,8000,36.28373798,362.8373798,9000,385.1404505,7.561169724,15/07/2015,S,0
21,8000,59.61130361,596.1130361,9000,191.6601498,1.592602872,15/07/2015,S,0
24,9000,45.75901317,457.5901317,6000,449.6070642,5.607917815,15/07/2015,M,0
